ensembl_gene_id,ppaniscus_homolog_ensembl_gene,ptroglodytes_homolog_ensembl_gene,ggallus_homolog_ensembl_gene,mmusculus_homolog_ensembl_gene,ggorilla_homolog_ensembl_gene,mdomestica_homolog_ensembl_gene,pabelii_homolog_ensembl_gene,oanatinus_homolog_ensembl_gene,mmulatta_homolog_ensembl_gene
ENSG00000149311,ENSPPAG00000027747,ENSPTRG00000004250,ENSGALG00000017159,ENSMUSG00000034218,ENSGGOG00000010362,ENSMODG00000014639,ENSPPYG00000003845,ENSOANG00000029946,ENSMMUG00000004153
ENSG00000149313,ENSPPAG00000030173,ENSPTRG00000004236,ENSGALG00000027981,ENSMUSG00000025894,ENSGGOG00000039147,ENSMODG00000014729,ENSPPYG00000003831,ENSOANG00000010465,ENSMMUG00000010990
ENSG00000149403,ENSPPAG00000029922,ENSPTRG00000004394,ENSGALG00000006638,ENSMUSG00000032017,ENSGGOG00000000351,ENSMODG00000013079,ENSPPYG00000003977,ENSOANG00000006269,ENSMMUG00000022347
ENSG00000150768,ENSPPAG00000043791,ENSPTRG00000004279,ENSGALG00000007904,ENSMUSG00000000168,ENSGGOG00000002519,ENSMODG00000014415,ENSPPYG00000003872,ENSOANG00000010422,ENSMMUG00000017568
ENSG00000150773,ENSPPAG00000043313,ENSPTRG00000004280,ENSGALG00000007885,ENSMUSG00000000167,ENSGGOG00000027588,ENSMODG00000014401,ENSPPYG00000003873,ENSOANG00000021548,ENSMMUG00000019419
ENSG00000150776,ENSPPAG00000025905,ENSPTRG00000004281,ENSGALG00000007882,ENSMUSG00000059820,ENSGGOG00000003231,ENSMODG00000014393,ENSPPYG00000003874,ENSOANG00000019850,ENSMMUG00000019421
ENSG00000150787,ENSPPAG00000031772,ENSPTRG00000004288,ENSGALG00000007848,ENSMUSG00000032067,ENSGGOG00000011422,ENSMODG00000014349,ENSPPYG00000003880,ENSOANG00000000412,ENSMMUG00000015255
ENSG00000152402,ENSPPAG00000043185,ENSPTRG00000004238,ENSGALG00000017173,ENSMUSG00000041624,ENSGGOG00000009726,ENSMODG00000014724,ENSPPYG00000003832,ENSOANG00000010464,ENSMMUG00000013419
ENSG00000152404,ENSPPAG00000023443,ENSPTRG00000004239,ENSGALG00000017171,ENSMUSG00000025898,ENSGGOG00000000049,ENSMODG00000014689,ENSPPYG00000003833,ENSOANG00000021142,ENSMMUG00000013724
ENSG00000152558,ENSPPAG00000040642,ENSPTRG00000022738,ENSGALG00000017185,ENSMUSG00000050912,ENSGGOG00000008331,ENSMODG00000000611,ENSPPYG00000003809,ENSOANG00000030101,ENSMMUG00000037486
ENSG00000152578,ENSPPAG00000026718,ENSPTRG00000004233,ENSGALG00000038995,ENSMUSG00000025892,ENSGGOG00000017011,ENSMODG00000014746,ENSPPYG00000003828,ENSOANG00000010470,ENSMMUG00000010987
ENSG00000154096,ENSPPAG00000030185,ENSPTRG00000004385,ENSGALG00000006751,ENSMUSG00000032011,ENSGGOG00000011554,ENSMODG00000013188,ENSPPYG00000003967,ENSOANG00000002126,ENSMMUG00000008923
ENSG00000154127,ENSPPAG00000031301,ENSPTRG00000004400,ENSGALG00000006567,ENSMUSG00000032020,ENSGGOG00000000599,ENSMODG00000012999,ENSPPYG00000003983,ENSOANG00000021137,ENSMMUG00000002919
ENSG00000160584,ENSPPAG00000036163,ENSPTRG00000004317,ENSGALG00000007144,ENSMUSG00000034135,ENSGGOG00000011085,ENSMODG00000013784,ENSPPYG00000003905,ENSOANG00000015712,ENSMMUG00000016128
ENSG00000160588,ENSPPAG00000031539,ENSPTRG00000004336,ENSGALG00000021271,ENSMUSG00000070305,ENSGGOG00000004232,ENSMODG00000013534,ENSPPYG00000003927,ENSOANG00000005347,ENSMMUG00000023594
ENSG00000160695,ENSPPAG00000009895,ENSPTRG00000050253,ENSGALG00000029536,ENSMUSG00000032127,ENSGGOG00000008041,ENSMODG00000013300,ENSPPYG00000003952,ENSOANG00000000683,ENSMMUG00000014864
ENSG00000160703,ENSPPAG00000018046,ENSPTRG00000004374,ENSGALG00000044053,ENSMUSG00000032109,ENSGGOG00000003224,ENSMODG00000013249,ENSPPYG00000003959,ENSOANG00000012215,ENSMMUG00000012189
ENSG00000166250,ENSPPAG00000029934,ENSPTRG00000004405,ENSGALG00000006507,ENSMUSG00000032024,ENSGGOG00000013181,ENSMODG00000012950,ENSPPYG00000003988,ENSOANG00000011541,ENSMMUG00000007798
ENSG00000166257,ENSPPAG00000031999,ENSPTRG00000004408,ENSGALG00000006490,ENSMUSG00000049281,ENSGGOG00000007685,ENSMODG00000012935,ENSPPYG00000004127,ENSOANG00000015192,ENSMMUG00000000343
ENSG00000166266,ENSPPAG00000034615,ENSPTRG00000004246,ENSGALG00000017165,ENSMUSG00000032030,ENSGGOG00000003399,ENSMODG00000014666,ENSPPYG00000003842,ENSOANG00000010459,ENSMMUG00000001800
ENSG00000166736,ENSPPAG00000023311,ENSPTRG00000004301,ENSGALG00000007004,ENSMUSG00000032269,ENSGGOG00000014709,ENSMODG00000014158,ENSPPYG00000003890,ENSOANG00000015811,ENSMMUG00000007080
ENSG00000167257,ENSPPAG00000041137,ENSPTRG00000004323,ENSGALG00000036993,ENSMUSG00000042790,ENSGGOG00000014362,ENSMODG00000013720,ENSPPYG00000003911,ENSOANG00000014350,ENSMMUG00000002067
ENSG00000170145,ENSPPAG00000014206,ENSPTRG00000004269,ENSGALG00000036873,ENSMUSG00000037112,ENSGGOG00000010247,ENSMODG00000014489,ENSPPYG00000003863,ENSOANG00000014965,ENSMMUG00000030914
ENSG00000170903,ENSPPAG00000043080,ENSPTRG00000004234,ENSGALG00000017177,ENSMUSG00000041124,ENSGGOG00000009947,ENSMODG00000029279,ENSPPYG00000003829,ENSOANG00000010469,ENSMMUG00000010988
ENSG00000170962,ENSPPAG00000033732,ENSPTRG00000004227,ENSGALG00000017179,ENSMUSG00000032006,ENSGGOG00000002102,ENSMODG00000000942,ENSPPYG00000003821,ENSOANG00000010473,ENSMMUG00000005353
ENSG00000172269,ENSPPAG00000039196,ENSPTRG00000004370,ENSGALG00000032420,ENSMUSG00000032123,ENSGGOG00000008069,ENSMODG00000013285,ENSPPYG00000003955,ENSOANG00000030865,ENSMMUG00000014872
ENSG00000172273,ENSPPAG00000042389,ENSPTRG00000004372,ENSGALG00000006806,ENSMUSG00000032119,ENSGGOG00000008087,ENSMODG00000013267,ENSPPYG00000003957,ENSOANG00000001388,ENSMMUG00000014877
ENSG00000172350,ENSPPAG00000026533,ENSPTRG00000004373,ENSGALG00000006795,ENSMUSG00000032131,ENSGGOG00000012500,ENSMODG00000013263,ENSPPYG00000003958,ENSOANG00000002702,ENSMMUG00000013799
ENSG00000177103,ENSPPAG00000039844,ENSPTRG00000004326,ENSGALG00000007314,ENSMUSG00000032087,ENSGGOG00000006455,ENSMODG00000013655,ENSPPYG00000003915,ENSOANG00000028827,ENSMMUG00000007794
ENSG00000182359,ENSPPAG00000043957,ENSPTRG00000004235,ENSGALG00000028658,ENSMUSG00000025893,ENSGGOG00000003966,ENSMODG00000014731,ENSPPYG00000003830,ENSOANG00000010467,ENSMMUG00000010989
ENSG00000182985,ENSPPAG00000036227,ENSPTRG00000004310,ENSGALG00000014582,ENSMUSG00000032076,ENSGGOG00000010219,ENSMODG00000013865,ENSPPYG00000003899,ENSOANG00000004423,ENSMMUG00000021628
ENSG00000184232,ENSPPAG00000034947,ENSPTRG00000004390,ENSGALG00000006715,ENSMUSG00000032014,ENSGGOG00000008711,ENSMODG00000013145,ENSPPYG00000003971,ENSOANG00000010002,ENSMMUG00000012249
ENSG00000186166,ENSPPAG00000033848,ENSPTRG00000004360,ENSGALG00000007689,ENSMUSG00000043923,ENSGGOG00000023065,ENSMODG00000013342,ENSPPYG00000003948,ENSOANG00000000680,ENSMMUG00000005982
ENSG00000186318,ENSPPAG00000037875,ENSPTRG00000004324,ENSGALG00000007298,ENSMUSG00000032086,ENSGGOG00000014376,ENSMODG00000013692,ENSPPYG00000003912,ENSOANG00000014353,ENSMMUG00000007785
ENSG00000196655,ENSPPAG00000039613,ENSPTRG00000004362,ENSGALG00000007707,ENSMUSG00000032112,ENSGGOG00000002646,ENSMODG00000013330,ENSPPYG00000003949,ENSOANG00000022004,ENSMMUG00000016946
ENSG00000196914,ENSPPAG00000034100,ENSPTRG00000004393,ENSGALG00000006663,ENSMUSG00000059495,ENSGGOG00000008723,ENSMODG00000013134,ENSPPYG00000003974,ENSOANG00000006268,ENSMMUG00000012254
ENSG00000256269,ENSPPAG00000019156,ENSPTRG00000004368,ENSGALG00000042939,ENSMUSG00000032126,ENSGGOG00000008055,ENSMODG00000013292,ENSPPYG00000003953,ENSOANG00000001947,ENSMMUG00000014866
ENSG00000015171,ENSPPAG00000042391,ENSPTRG00000002229,ENSGALG00000006599,ENSMUSG00000021156,ENSGGOG00000016536,ENSMODG00000005572,ENSPPYG00000002032,ENSOANG00000006111,ENSMMUG00000021279
ENSG00000047056,ENSPPAG00000021217,ENSPTRG00000002240,ENSGALG00000006749,ENSMUSG00000021147,ENSGGOG00000009409,ENSMODG00000006325,ENSPPYG00000002040,ENSOANG00000006090,ENSMMUG00000017119
ENSG00000048740,ENSPPAG00000029170,ENSPTRG00000002284,ENSGALG00000034590,ENSMUSG00000002107,ENSGGOG00000009330,ENSMODG00000016763,ENSPPYG00000002083,ENSOANG00000015432,ENSMMUG00000037449
ENSG00000064309,ENSPPAG00000032758,ENSPTRG00000004452,ENSGALG00000035419,ENSMUSG00000038119,ENSGGOG00000013767,ENSMODG00000004499,ENSPPYG00000004042,ENSOANG00000003430,ENSMMUG00000007628
ENSG00000065328,ENSPPAG00000028191,ENSPTRG00000023150,ENSGALG00000034198,ENSMUSG00000026669,ENSGGOG00000014159,ENSMODG00000016851,ENSPPYG00000002096,ENSOANG00000000173,ENSMMUG00000005602
ENSG00000065665,ENSPPAG00000037803,ENSPTRG00000002293,ENSGALG00000036300,ENSMUSG00000025816,ENSGGOG00000008875,ENSMODG00000016820,ENSPPYG00000002090,ENSOANG00000015422,ENSMMUG00000017139
ENSG00000065809,ENSPPAG00000037904,ENSPTRG00000002309,ENSGALG00000033226,ENSMUSG00000026655,ENSGGOG00000027481,ENSMODG00000016919,ENSPPYG00000002103,ENSOANG00000015399,ENSMMUG00000017169
ENSG00000067057,ENSPPAG00000001328,ENSPTRG00000002243,ENSGALG00000006939,ENSMUSG00000021196,ENSGGOG00000043017,ENSMODG00000006521,ENSPPYG00000002046,ENSOANG00000006086,ENSMMUG00000042684
ENSG00000067082,ENSPPAG00000040261,ENSPTRG00000048525,ENSGALG00000033178,ENSMUSG00000000078,ENSGGOG00000002055,ENSMODG00000006714,ENSPPYG00000002048,ENSOANG00000006083,ENSMMUG00000010696
ENSG00000077943,ENSPPAG00000031070,ENSPTRG00000002321,ENSGALG00000008747,ENSMUSG00000026768,ENSGGOG00000015171,ENSMODG00000010054,ENSPPYG00000002116,ENSOANG00000004432,ENSMMUG00000011661
ENSG00000107485,ENSPPAG00000026896,ENSPTRG00000023695,ENSGALG00000029270,ENSMUSG00000015619,ENSGGOG00000006161,ENSMODG00000016735,ENSPPYG00000002079,ENSOANG00000015442,ENSMMUG00000006944
ENSG00000107537,ENSPPAG00000042110,ENSPTRG00000002302,ENSGALG00000035636,ENSMUSG00000026664,ENSGGOG00000038690,ENSMODG00000016858,ENSPPYG00000002098,ENSOANG00000015408,ENSMMUG00000023798
ENSG00000107611,ENSPPAG00000032308,ENSPTRG00000002326,ENSGALG00000008704,ENSMUSG00000026726,ENSGGOG00000008467,ENSMODG00000009905,ENSPPYG00000002121,ENSOANG00000006974,ENSMMUG00000016069
ENSG00000107929,ENSPPAG00000039232,ENSPTRG00000002235,ENSGALG00000006672,ENSMUSG00000033499,ENSGGOG00000003572,ENSMODG00000005957,ENSPPYG00000002035,ENSOANG00000006100,ENSMMUG00000005279
ENSG00000109956,ENSPPAG00000032110,ENSPTRG00000004501,ENSGALG00000001611,ENSMUSG00000045994,ENSGGOG00000002362,ENSMODG00000005592,ENSPPYG00000004125,ENSOANG00000001735,ENSMMUG00000002250
ENSG00000110060,ENSPPAG00000025809,ENSPTRG00000004449,ENSGALG00000000962,ENSMUSG00000032103,ENSGGOG00000015047,ENSMODG00000004222,ENSPPYG00000004039,ENSOANG00000000406,ENSMMUG00000041875
ENSG00000110063,ENSPPAG00000031830,ENSPTRG00000004459,ENSGALG00000031143,ENSMUSG00000032040,ENSGGOG00000005028,ENSMODG00000004617,ENSPPYG00000004048,ENSOANG00000030679,ENSMMUG00000007950
ENSG00000120451,ENSPPAG00000034022,ENSPTRG00000004487,ENSGALG00000001425,ENSMUSG00000031993,ENSGGOG00000023395,ENSMODG00000005187,ENSPPYG00000004069,ENSOANG00000004066,ENSMMUG00000018119
ENSG00000120457,ENSPPAG00000035367,ENSPTRG00000048168,ENSGALG00000001181,ENSMUSG00000032034,ENSGGOG00000028551,ENSMODG00000004783,ENSPPYG00000004055,ENSOANG00000000571,ENSMMUG00000003145
ENSG00000120458,ENSPPAG00000034502,ENSPTRG00000004430,ENSGALG00000043163,ENSMUSG00000042138,ENSGGOG00000012439,ENSMODG00000003818,ENSPPYG00000004021,ENSOANG00000005980,ENSMMUG00000008488
ENSG00000123240,ENSPPAG00000038517,ENSPTRG00000002298,ENSGALG00000013738,ENSMUSG00000026672,ENSGGOG00000014718,ENSMODG00000016841,ENSPPYG00000002095,ENSOANG00000015410,ENSMMUG00000005601
ENSG00000123243,ENSPPAG00000042719,ENSPTRG00000002273,ENSGALG00000006891,ENSMUSG00000025780,ENSGGOG00000001171,ENSMODG00000016687,ENSPPYG00000002073,ENSOANG00000015447,ENSMMUG00000015850
ENSG00000134452,ENSPPAG00000043946,ENSPTRG00000002261,ENSGALG00000008162,ENSMUSG00000058594,ENSGGOG00000013326,ENSMODG00000018516,ENSPPYG00000002064,ENSOANG00000015459,ENSMMUG00000015143
ENSG00000134461,ENSPPAG00000009972,ENSPTRG00000002260,ENSGALG00000008168,ENSMUSG00000047909,ENSGGOG00000013319,ENSMODG00000018509,ENSPPYG00000002063,ENSOANG00000015460,ENSMMUG00000015141
ENSG00000134463,ENSPPAG00000019724,ENSPTRG00000002288,ENSGALG00000006690,ENSMUSG00000039063,ENSGGOG00000009704,ENSMODG00000016770,ENSPPYG00000002087,ENSOANG00000015428,ENSMMUG00000048912
ENSG00000134910,ENSPPAG00000040319,ENSPTRG00000004445,ENSGALG00000042730,ENSMUSG00000032116,ENSGGOG00000009848,ENSMODG00000004100,ENSPPYG00000004034,ENSOANG00000006302,ENSMMUG00000010010
ENSG00000134917,ENSPPAG00000043197,ENSPTRG00000004483,ENSGALG00000001370,ENSMUSG00000031994,ENSGGOG00000009864,ENSMODG00000005108,ENSPPYG00000004092,ENSOANG00000012480,ENSMMUG00000003300
ENSG00000134954,ENSPPAG00000027145,ENSPTRG00000004466,ENSGALG00000001143,ENSMUSG00000032035,ENSGGOG00000002850,ENSMODG00000004730,ENSPPYG00000004051,ENSOANG00000012104,ENSMMUG00000020706
ENSG00000136738,ENSPPAG00000018265,ENSPTRG00000002333,ENSGALG00000035287,ENSMUSG00000026718,ENSGGOG00000000306,ENSMODG00000009719,ENSPPYG00000002126,ENSOANG00000005711,ENSMMUG00000001700
ENSG00000148426,ENSPPAG00000043303,ENSPTRG00000002289,ENSGALG00000006700,ENSMUSG00000045319,ENSGGOG00000028345,ENSMODG00000016778,ENSPPYG00000002088,ENSOANG00000015427,ENSMMUG00000023632
ENSG00000148429,ENSPPAG00000036030,ENSPTRG00000002286,ENSGALG00000035563,ENSMUSG00000039046,ENSGGOG00000015405,ENSMODG00000016766,ENSPPYG00000002085,ENSOANG00000015430,ENSMMUG00000006790
ENSG00000148468,ENSPPAG00000042245,ENSPTRG00000002320,ENSGALG00000008764,ENSMUSG00000050530,ENSGGOG00000005087,ENSMODG00000010064,ENSPPYG00000002115,ENSOANG00000004431,ENSMMUG00000015286
ENSG00000148482,ENSPPAG00000038102,ENSPTRG00000002338,ENSGALG00000008602,ENSMUSG00000036949,ENSGGOG00000015467,ENSMODG00000009637,ENSPPYG00000002129,ENSOANG00000005707,ENSMMUG00000011624
ENSG00000148484,ENSPPAG00000000879,ENSPTRG00000002325,ENSGALG00000040891,ENSMUSG00000026727,ENSGGOG00000028048,ENSMODG00000009942,ENSPPYG00000002120,ENSOANG00000004436,ENSMMUG00000016067
ENSG00000149418,ENSPPAG00000033322,ENSPTRG00000004481,ENSGALG00000001331,ENSMUSG00000031995,ENSGGOG00000003188,ENSMODG00000005064,ENSPPYG00000004066,ENSOANG00000000581,ENSMMUG00000018034
ENSG00000149547,ENSPPAG00000028595,ENSPTRG00000004444,ENSGALG00000038097,ENSMUSG00000062762,ENSGGOG00000013776,ENSMODG00000004075,ENSPPYG00000004033,ENSOANG00000006304,ENSMMUG00000010009
ENSG00000149557,ENSPPAG00000028750,ENSPTRG00000004442,ENSGALG00000038885,ENSMUSG00000032118,ENSGGOG00000005186,ENSMODG00000004051,ENSPPYG00000004031,ENSOANG00000000318,ENSMMUG00000008048
ENSG00000149564,ENSPPAG00000028014,ENSPTRG00000004429,ENSGALG00000032943,ENSMUSG00000001946,ENSGGOG00000005800,ENSMODG00000003800,ENSPPYG00000004020,ENSOANG00000004368,ENSMMUG00000008486
ENSG00000149571,ENSPPAG00000022839,ENSPTRG00000004462,ENSGALG00000029197,ENSMUSG00000032036,ENSGGOG00000005038,ENSMODG00000004676,ENSPPYG00000004050,ENSOANG00000001361,ENSMMUG00000006931
ENSG00000151240,ENSPPAG00000029961,ENSPTRG00000002230,ENSGALG00000006652,ENSMUSG00000048264,ENSGGOG00000015652,ENSMODG00000005692,ENSPPYG00000002033,ENSOANG00000006105,ENSMMUG00000002080
ENSG00000151465,ENSPPAG00000039516,ENSPTRG00000002295,ENSGALG00000014038,ENSMUSG00000039128,ENSGGOG00000024021,ENSMODG00000016826,ENSPPYG00000002092,ENSOANG00000015419,ENSMMUG00000017145
ENSG00000151468,ENSPPAG00000033219,ENSPTRG00000002297,ENSGALG00000030140,ENSMUSG00000026676,ENSGGOG00000015404,ENSMODG00000016837,ENSPPYG00000002094,ENSOANG00000015416,ENSMMUG00000007820
ENSG00000151474,ENSPPAG00000038126,ENSPTRG00000002308,ENSGALG00000034992,ENSMUSG00000026657,ENSGGOG00000014757,ENSMODG00000016916,ENSPPYG00000002102,ENSOANG00000015401,ENSMMUG00000017164
ENSG00000151498,ENSPPAG00000009971,ENSPTRG00000004496,ENSGALG00000001557,ENSMUSG00000031969,ENSGGOG00000006813,ENSMODG00000005464,ENSPPYG00000004079,ENSOANG00000009004,ENSMMUG00000007107
ENSG00000151657,ENSPPAG00000035992,ENSPTRG00000002276,ENSGALG00000030702,ENSMUSG00000037262,ENSGGOG00000009714,ENSMODG00000016717,ENSPPYG00000002075,ENSOANG00000015445,ENSMMUG00000009206
ENSG00000151704,ENSPPAG00000010787,ENSPTRG00000004470,ENSGALG00000001167,ENSMUSG00000041248,ENSGGOG00000004897,ENSMODG00000004768,ENSPPYG00000004053,ENSOANG00000000570,ENSMMUG00000003144
ENSG00000152455,ENSPPAG00000030967,ENSPTRG00000002313,ENSGALG00000013920,ENSMUSG00000026646,ENSGGOG00000028243,ENSMODG00000016930,ENSPPYG00000002106,ENSOANG00000015395,ENSMMUG00000017174
ENSG00000152457,ENSPPAG00000042200,ENSPTRG00000002314,ENSGALG00000013926,ENSMUSG00000026648,ENSGGOG00000013699,ENSMODG00000016932,ENSPPYG00000002107,ENSOANG00000015394,ENSMMUG00000017176
ENSG00000152465,ENSPPAG00000031129,ENSPTRG00000002319,ENSGALG00000008791,ENSMUSG00000026643,ENSGGOG00000010188,ENSMODG00000010083,ENSPPYG00000002114,ENSOANG00000004427,ENSMMUG00000007680
ENSG00000154134,ENSPPAG00000044004,ENSPTRG00000004433,ENSGALG00000045816,ENSMUSG00000032128,ENSGGOG00000015125,ENSMODG00000003861,ENSPPYG00000004022,ENSOANG00000002986,ENSMMUG00000021576
ENSG00000165526,ENSPPAG00000042883,ENSPTRG00000004454,ENSGALG00000024326,ENSMUSG00000032044,ENSGGOG00000016494,ENSMODG00000004521,ENSPPYG00000004043,ENSOANG00000007247,ENSMMUG00000007933
ENSG00000165609,ENSPPAG00000035132,ENSPTRG00000002294,ENSGALG00000013967,ENSMUSG00000025817,ENSGGOG00000006325,ENSMODG00000016824,ENSPPYG00000002091,ENSOANG00000015421,ENSMMUG00000017141
ENSG00000165626,ENSPPAG00000038510,ENSPTRG00000002304,ENSGALG00000006682,ENSMUSG00000048186,ENSGGOG00000008759,ENSMODG00000016875,ENSPPYG00000002100,ENSOANG00000015406,ENSMMUG00000002081
ENSG00000165632,ENSPPAG00000021180,ENSPTRG00000002278,ENSGALG00000006731,ENSMUSG00000025782,ENSGGOG00000016706,ENSMODG00000016726,ENSPPYG00000002077,ENSOANG00000015443,ENSMMUG00000013101
ENSG00000165983,ENSPPAG00000035853,ENSPTRG00000002323,ENSGALG00000008728,ENSMUSG00000026730,ENSGGOG00000014659,ENSMODG00000009960,ENSPPYG00000002118,ENSOANG00000004434,ENSMMUG00000016063
ENSG00000165995,ENSPPAG00000032846,ENSPTRG00000002339,ENSGALG00000008591,ENSMUSG00000057914,ENSGGOG00000009308,ENSMODG00000009618,ENSPPYG00000002130,ENSOANG00000005706,ENSMMUG00000007445
ENSG00000165997,ENSPPAG00000014300,ENSPTRG00000002341,ENSGALG00000008557,ENSMUSG00000017418,ENSGGOG00000009327,ENSMODG00000009449,ENSPPYG00000002132,ENSOANG00000005704,ENSMMUG00000007453
ENSG00000166086,ENSPPAG00000031733,ENSPTRG00000004492,ENSGALG00000001472,ENSMUSG00000031990,ENSGGOG00000006764,ENSMODG00000005384,ENSPPYG00000004105,ENSOANG00000020973,ENSMMUG00000007100
ENSG00000166106,ENSPPAG00000043992,ENSPTRG00000004484,ENSGALG00000001407,ENSMUSG00000033453,ENSGGOG00000007508,ENSMODG00000005161,ENSPPYG00000004094,ENSOANG00000005803,ENSMMUG00000003301
ENSG00000170322,ENSPPAG00000030699,ENSPTRG00000004476,ENSGALG00000001306,ENSMUSG00000042185,ENSGGOG00000015346,ENSMODG00000004958,ENSPPYG00000004060,ENSOANG00000000576,ENSMMUG00000017547
ENSG00000170325,ENSPPAG00000042881,ENSPTRG00000004477,ENSGALG00000033660,ENSMUSG00000042496,ENSGGOG00000015359,ENSMODG00000004979,ENSPPYG00000004061,ENSOANG00000000577,ENSMMUG00000017555
ENSG00000170525,ENSPPAG00000027599,ENSPTRG00000002267,ENSGALG00000040369,ENSMUSG00000026773,ENSGGOG00000008683,ENSMODG00000016654,ENSPPYG00000002068,ENSOANG00000015454,ENSMMUG00000010596
ENSG00000178363,ENSPPAG00000025299,ENSPTRG00000043067,ENSGALG00000008424,ENSMUSG00000063130,ENSGGOG00000042139,ENSMODG00000024733,ENSPPYG00000002059,ENSOANG00000015465,ENSMMUG00000039016
ENSG00000182667,ENSPPAG00000034873,ENSPTRG00000004488,ENSGALG00000001437,ENSMUSG00000059974,ENSGGOG00000013197,ENSMODG00000005322,ENSPPYG00000004070,ENSOANG00000021101,ENSMMUG00000020197
ENSG00000183049,ENSPPAG00000042814,ENSPTRG00000002296,ENSGALG00000033051,ENSMUSG00000039145,ENSGGOG00000016547,ENSMODG00000016833,ENSPPYG00000002093,ENSOANG00000015417,ENSMMUG00000011956
ENSG00000183715,ENSPPAG00000041217,ENSPTRG00000004489,ENSGALG00000001442,ENSMUSG00000062257,ENSGGOG00000000432,ENSMODG00000005331,ENSPPYG00000004071,ENSOANG00000028517,ENSMMUG00000047242
ENSG00000185736,ENSPPAG00000039162,ENSPTRG00000002241,ENSGALG00000006797,ENSMUSG00000052551,ENSGGOG00000003165,ENSMODG00000006359,ENSPPYG00000002042,ENSOANG00000006089,ENSMMUG00000017120
ENSG00000196323,ENSPPAG00000035242,ENSPTRG00000022589,ENSGALG00000001341,ENSMUSG00000047412,ENSGGOG00000014960,ENSMODG00000025405,ENSPPYG00000004067,ENSOANG00000012479,ENSMMUG00000022944
ENSG00000196372,ENSPPAG00000039134,ENSPTRG00000022895,ENSGALG00000008401,ENSMUSG00000033781,ENSGGOG00000000473,ENSMODG00000018501,ENSPPYG00000002060,ENSOANG00000015463,ENSMMUG00000001290
ENSG00000197798,ENSPPAG00000028461,ENSPTRG00000023950,ENSGALG00000037407,ENSMUSG00000050471,ENSGGOG00000016504,ENSMODG00000004550,ENSPPYG00000004044,ENSOANG00000012121,ENSMMUG00000007935
ENSG00000198879,ENSPPAG00000038778,ENSPTRG00000002271,ENSGALG00000009279,ENSMUSG00000061186,ENSGGOG00000002114,ENSMODG00000016677,ENSPPYG00000002072,ENSOANG00000015449,ENSMMUG00000019194
ENSG00000241058,ENSPPAG00000042405,ENSPTRG00000002340,ENSGALG00000008564,ENSMUSG00000026707,ENSGGOG00000009321,ENSMODG00000009471,ENSPPYG00000002131,ENSOANG00000005705,ENSMMUG00000007451
ENSG00000077420,ENSPPAG00000039998,ENSPTRG00000002373,ENSGALG00000007579,ENSMUSG00000026786,ENSGGOG00000010446,ENSMODG00000008583,ENSPPYG00000002161,ENSOANG00000006030,ENSMMUG00000022948
ENSG00000078403,ENSPPAG00000042563,ENSPTRG00000002346,ENSGALG00000007928,ENSMUSG00000026743,ENSGGOG00000034926,ENSMODG00000009138,ENSPPYG00000002139,ENSOANG00000005699,ENSMMUG00000023648
ENSG00000095739,ENSPPAG00000004681,ENSPTRG00000002389,ENSGALG00000040993,ENSMUSG00000024232,ENSGGOG00000004600,ENSMODG00000008021,ENSPPYG00000002178,ENSOANG00000006042,ENSMMUG00000000567
ENSG00000095787,ENSPPAG00000040064,ENSPTRG00000002388,ENSGALG00000035281,ENSMUSG00000024283,ENSGGOG00000005639,ENSMODG00000008157,ENSPPYG00000002177,ENSOANG00000006041,ENSMMUG00000008268
ENSG00000095794,ENSPPAG00000036551,ENSPTRG00000002420,ENSGALG00000007082,ENSMUSG00000063889,ENSGGOG00000003999,ENSMODG00000006900,ENSPPYG00000002198,ENSOANG00000006077,ENSMMUG00000022508
ENSG00000099250,ENSPPAG00000000746,ENSPTRG00000002414,ENSGALG00000007140,ENSMUSG00000025810,ENSGGOG00000001496,ENSMODG00000007439,ENSPPYG00000002196,ENSOANG00000006063,ENSMMUG00000017588
ENSG00000107562,ENSPPAG00000040825,ENSPTRG00000046813,ENSGALG00000041346,ENSMUSG00000061353,ENSGGOG00000016332,ENSMODG00000009971,ENSPPYG00000002220,ENSOANG00000000657,ENSMMUG00000012181
ENSG00000107863,ENSPPAG00000033905,ENSPTRG00000002365,ENSGALG00000007721,ENSMUSG00000036591,ENSGGOG00000006767,ENSMODG00000008781,ENSPPYG00000002156,ENSOANG00000006022,ENSMMUG00000040616
ENSG00000107951,ENSPPAG00000038626,ENSPTRG00000033794,ENSGALG00000007351,ENSMUSG00000024234,ENSGGOG00000009335,ENSMODG00000007924,ENSPPYG00000002184,ENSOANG00000006046,ENSMMUG00000003001
ENSG00000107968,ENSPPAG00000036603,ENSPTRG00000002400,ENSGALG00000007356,ENSMUSG00000024235,ENSGGOG00000005573,ENSMODG00000007954,ENSPPYG00000002811,ENSOANG00000006044,ENSMMUG00000004930
ENSG00000108100,ENSPPAG00000026390,ENSPTRG00000002421,ENSGALG00000007076,ENSMUSG00000024286,ENSGGOG00000004406,ENSMODG00000006764,ENSPPYG00000002199,ENSOANG00000006080,ENSMMUG00000006713
ENSG00000120539,ENSPPAG00000039332,ENSPTRG00000002379,ENSGALG00000007507,ENSMUSG00000026779,ENSGGOG00000016767,ENSMODG00000008423,ENSPPYG00000002168,ENSOANG00000006036,ENSMMUG00000016407
